cisi,ext_id,motif,ext_direction,ext_line_count,ext_object_type,source
K-59,S1920,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-61,S1922,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
K-62,S1923,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-68,S1926,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-69,S1927,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-70,S1928,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-71,S1929,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-72,S1930,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-73,S1931,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-74,S1932,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-75,S1933,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-78,S1935,Gavi,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-82,S1938,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-85,S1940,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-90,S1945,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-97,S1951,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-104,S1957,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-120,S1964,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
K-32,S1967,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
Krs-1,S1968,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
Krs-2,S1969,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
Lh-1,S1981,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-1,S1984,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-4,S1986,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-9,S1988,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-11,S1990,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-16,S1994,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-18,S1996,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-20,S1998,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-21,S1999,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-22,S2000,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-23,S2001,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-26,S2003,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-28,S2005,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-29,S2006,Bull1:O,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-35,S2008,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-36,S2009,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-37,S2010,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-38,S2011,Bull1:V,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-39,S2012,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-41,S2013,Bull,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-42,S2014,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-43,S2015,Bull1:X,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-45,S2016,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-46,S2017,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-47,S2018,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-48,S2019,Goat:2,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-51,S2020,Misc,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-52,S2021,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
L-55,S2022,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-56,S2023,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
L-58,S2025,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-59,S2026,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-60,S2027,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
L-82,S2036,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-83,S2037,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-87,S2041,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-88,S2042,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-89,S2043,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-90,S2044,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-92,S2046,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-97,S2051,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-98,S2052,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-101,S2053,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-102,S2054,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-111,S2060,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-112,S2061,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-114,S2063,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-115,S2064,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-118,S2066,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
L-122,S2067,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-124,S2068,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-125,S2069,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-126,S2070,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-128,S2071,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-129,S2072,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-130,S2073,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-131,S2074,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-134,S2077,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-142,S2084,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-143,S2085,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-145,S2087,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-146,S2088,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-161,S2093,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-162,S2094,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-163,S2095,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-164,S2096,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-165,S2097,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-166,S2098,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-167,S2099,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-168,S2100,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-169,S2101,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-170,S2102,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-190,S2112,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-197,S2117,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-206,S2125,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-207,S2126,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-218,S2134,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-219,S2135,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-220,S2136,CompBull,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
L-271,S2149,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
M-2062,S2158,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2067,S2159,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2061,S2161,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2063,S2162,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1989,S2176,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
M-1742,S2177,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1696,S2178,Bull1:II,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1880,S2179,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1847,S2181,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1792,S2182,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1748,S2183,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1794,S2184,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1751,S2185,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1850,S2188,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1953,S2189,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1857,S2191,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1805,S2192,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1766,S2193,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1809,S2194,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1749,S2195,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1764,S2196,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1685,S2197,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1682,S2199,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2003,S2200,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1976,S2204,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1984,S2205,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1689,S2206,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2113,S2210,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-165,S2212,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-235,S2213,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1811,S2215,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1683,S2218,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1881,S2219,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1675,S2220,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1892,S2221,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1824,S2222,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1986,S2223,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1676,S2224,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1923,S2225,Tigr,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1692,S2226,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1975,S2227,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1697,S2228,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1737,S2229,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1743,S2230,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1688,S2231,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1916,S2232,Tigr,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1744,S2233,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1956,S2234,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2036,S2235,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1677,S2236,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1674,S2240,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1795,S2241,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1702,S2242,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-940,S2243,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1807,S2244,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-457,S2246,Crs,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1849,S2248,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-966,S2249,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1981,S2250,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1704,S2251,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2028,S2252,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1800,S2253,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1756,S2254,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1765,S2255,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1753,S2256,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1819,S2259,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1721,S2261,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1827,S2262,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-963,S2263,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1699,S2264,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-888,S2265,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1705,S2266,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1848,S2267,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1709,S2268,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1668,S2270,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1684,S2271,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1717,S2272,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1839,S2273,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1726,S2276,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1990,S2277,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
M-1974,S2278,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1724,S2280,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1879,S2282,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1746,S2283,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1760,S2285,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1846,S2288,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1791,S2290,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1889,S2291,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1706,S2292,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-808,S2293,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1917,S2294,Tigr,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1711,S2296,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1772,S2297,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1708,S2299,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1897,S2302,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1761,S2304,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1828,S2305,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1886,S2306,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1779,S2307,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1784,S2309,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1810,S2310,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1900,S2312,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1763,S2313,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1891,S2314,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1821,S2316,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1977,S2317,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2089,S2318,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
M-1829,S2319,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1803,S2320,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1762,S2321,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2041,S2322,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1755,S2323,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1777,S2324,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1735,S2325,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1922,S2327,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1816,S2328,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1822,S2329,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1741,S2332,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1671,S2335,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1769,S2336,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1885,S2337,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1955,S2338,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1757,S2339,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1854,S2340,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1661,S2342,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1790,S2343,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1902,S2344,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1804,S2345,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1714,S2346,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1817,S2347,Bull1:II,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1988,S2348,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1793,S2349,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1899,S2350,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1920,S2351,unknown,R-L,1,unknown,joyboseroy/indus_decipher:indus_website
M-2078,S2352,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1799,S2353,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1770,S2354,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1838,S2355,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2098,S2356,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1693,S2359,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1815,S2363,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1893,S2364,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1982,S2365,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1789,S2366,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2020,S2367,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1740,S2372,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1695,S2373,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1759,S2375,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-707,S2377,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1701,S2378,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2026,S2380,Cros,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1686,S2381,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2040,S2382,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1715,S2385,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1729,S2386,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1681,S2389,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1707,S2390,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1837,S2391,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1745,S2393,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2106,S2394,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1883,S2398,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1680,S2401,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1901,S2402,Zebu,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1690,S2403,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1767,S2405,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1980,S2406,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1888,S2407,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2010,S2408,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1911,S2409,Rhin,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1691,S2410,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1725,S2411,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1796,S2413,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1910,S2414,Rhin,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1728,S2417,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1844,S2418,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1814,S2420,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1954,S2422,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1732,S2423,Bull1:II,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1836,S2426,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1768,S2427,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1738,S2428,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1731,S2429,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1673,S2431,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2014,S2432,Mult,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1719,S2434,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1830,S2435,Bull1:X,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2024,S2436,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-821,S2437,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1887,S2439,Gaur,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1818,S2440,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1912,S2441,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1771,S2442,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1957,S2443,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1978,S2445,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1739,S2448,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1964,S2449,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1750,S2450,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1801,S2451,Bull1:L,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1915,S2452,Elep,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-984,S2453,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1831,S2454,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1747,S2455,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1752,S2457,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1820,S2460,Bull1,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1853,S2461,Bull1:I,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1775,S2462,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1834,S2463,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-595,S2464,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1798,S2466,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2108,S2467,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1781,S2468,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1972,S2470,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1903,S2471,Buff,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1983,S2472,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1665,S2473,Bull1:W,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-2107,S2474,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1841,S2475,Bull1:J,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1845,S2476,Bull1:S,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1906,S2478,Rhin,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1774,S2479,Bull1:U,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
M-1985,S2480,unknown,L-R,1,unknown,joyboseroy/indus_decipher:indus_website
